ID,RIO,COORD- X,COORD- Y,PUNTO,AÑOS,Nivel 10,Nivel 9,Nivel 8,Nivel 7,Nivel 6,Nivel 5,Nivel 4,Nivel 3,Nivel 2,Nivel 1,RIQUEZA ABSOLUTA,DIVERSIDAD SEGÚN SHANNON,CALIDAD DEL AGUA SEGÚN SHANNON,,ÍNDICE BMWP/Col,ÍNDICE BMWP/Col.1,Clasificar
141,RIO HUASAGA,-2.717752305,-77.0210032,P1,09/04/2022,7,9,15,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,,45,Aguas moderadamente contaminadas,3
142,RIO HUASAGA,-2.671703638,-77.08952686,P2,09/04/2022,12,6,4,6,0,8,0,0,0,0,36,1.73,Contaminación moderada,,49,Aguas moderadamente contaminadas,3
143,RIO HUASAGA,-2.63919923,-77.15375553,P3,09/04/2022,11,9,0,11,0,0,1,0,0,0,32,1.77,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
144,RIO HUASAGA,-2.575119785,-77.17003232,P4,09/04/2022,10,6,4,3,8,0,0,0,0,0,31,1.63,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
145,RIO HUASAGA,-2.524143278,-77.18293496,P5,09/04/2022,7,2,0,3,5,6,0,4,0,0,27,1.82,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
146,RIO CHAPIZA,-2.880025048,-77.89806561,P1,09/07/2022,11,3,0,9,0,8,0,0,0,0,31,1.47,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
147,RIO CHAPIZA,-2.806998637,-77.89395636,P2,09/07/2022,19,11,0,3,0,0,0,0,0,0,33,1.77,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
148,RIO CHAPIZA,-2.765864358,-77.89432128,P3,09/07/2022,11,5,31,0,0,0,0,0,0,0,47,1.61,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
149,RIO CHAPIZA,-2.714931297,-77.90954739,P4,09/07/2022,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
150,RIO CHAPIZA,-2.693626541,-77.96585626,P5,09/07/2022,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
151,RIO HUASAGA,-2.717752305,-77.0210032,P1,01/08/2023,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
152,RIO HUASAGA,-2.671703638,-77.08952686,P2,01/08/2023,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
153,RIO HUASAGA,-2.63919923,-77.15375553,P3,01/08/2023,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
154,RIO HUASAGA,-2.575119785,-77.17003232,P4,01/08/2023,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
155,RIO HUASAGA,-2.524143278,-77.18293496,P5,01/08/2023,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
156,RIO CHAPIZA,-2.880025048,-77.89806561,P1,01/10/2023,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
157,RIO CHAPIZA,-2.806998637,-77.89395636,P2,01/10/2023,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
158,RIO CHAPIZA,-2.765864358,-77.89432128,P3,01/10/2023,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
159,RIO CHAPIZA,-2.714931297,-77.90954739,P4,01/10/2023,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
160,RIO CHAPIZA,-2.693626541,-77.96585626,P5,01/10/2023,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
161,RIO HUASAGA,-2.717752305,-77.0210032,P1,05/09/2023,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
162,RIO HUASAGA,-2.671703638,-77.08952686,P2,05/09/2023,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
163,RIO HUASAGA,-2.63919923,-77.15375553,P3,05/09/2023,4,14,0,4,9,0,1,0,2,0,34,1.83,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
164,RIO HUASAGA,-2.575119785,-77.17003232,P4,05/09/2023,16,8,9,16,0,1,3,0,0,0,53,2.26,Contaminación moderada,,85,Aguas ligeramente contaminadas,2
165,RIO HUASAGA,-2.524143278,-77.18293496,P5,05/09/2023,9,9,8,4,3,0,0,0,0,0,33,1.86,Contaminación moderada,,58,Aguas moderadamente contaminadas,3
166,RIO CHAPIZA,-2.880025048,-77.89806561,P1,05/11/2023,8,13,8,8,0,0,0,0,0,0,37,1.86,Contaminación moderada,,70,Aguas ligeramente contaminadas,2
167,RIO CHAPIZA,-2.806998637,-77.89395636,P2,05/11/2023,7,9,15,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,,45,Aguas moderadamente contaminadas,3
168,RIO CHAPIZA,-2.765864358,-77.89432128,P3,05/11/2023,12,6,4,6,0,8,0,0,0,0,36,1.73,Contaminación moderada,,49,Aguas moderadamente contaminadas,3
169,RIO CHAPIZA,-2.714931297,-77.90954739,P4,05/11/2023,11,9,0,11,0,0,1,0,0,0,32,1.77,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
170,RIO CHAPIZA,-2.693626541,-77.96585626,P5,05/11/2023,10,6,4,3,8,0,0,0,0,0,31,1.63,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
171,RIO ZAMORA,-3.170972429,-72.43166681,P1,10/02/2018,7,2,0,3,5,6,0,4,0,0,27,1.82,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
172,RIO ZAMORA,-2.389665315,-72.44045815,P2,10/02/2018,11,3,0,9,0,8,0,0,0,0,31,1.47,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
173,RIO ZAMORA,-3.280416392,-72.45772185,P3,10/02/2018,19,11,0,3,0,0,0,0,0,0,33,1.77,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
174,RIO ZAMORA,-3.315944022,-72.4748332,P4,10/06/2018,11,5,31,0,0,0,0,0,0,0,47,1.61,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
175,RIO ZAMORA,-3.170972429,-72.43166681,P1,10/06/2018,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
176,RIO ZAMORA,-2.389665315,-72.44045815,P2,10/06/2018,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
177,RIO ZAMORA,-3.280416392,-72.45772185,P3,10/06/2018,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
178,RIO ZAMORA,-3.315944022,-72.4748332,P4,10/10/2018,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
179,RIO ZAMORA,-3.170972429,-72.43166681,P1,10/10/2018,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
180,RIO ZAMORA,-2.389665315,-72.44045815,P2,10/10/2018,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
181,RIO ZAMORA,-3.280416392,-72.45772185,P3,10/10/2018,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
182,RIO ZAMORA,-3.315944022,-72.4748332,P4,10/02/2019,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
183,RIO ZAMORA,-3.170972429,-72.43166681,P1,10/02/2019,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
184,RIO ZAMORA,-2.389665315,-72.44045815,P2,10/02/2019,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
185,RIO ZAMORA,-3.280416392,-72.45772185,P3,10/02/2019,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
186,RIO ZAMORA,-3.315944022,-72.4748332,P4,10/06/2019,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
187,RIO ZAMORA,-3.170972429,-72.43166681,P1,10/06/2019,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
188,RIO ZAMORA,-2.389665315,-72.44045815,P2,10/06/2019,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
189,RIO ZAMORA,-3.280416392,-72.45772185,P3,10/06/2019,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
190,RIO ZAMORA,-3.315944022,-72.4748332,P4,10/10/2019,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
191,RIO ZAMORA,-3.170972429,-72.43166681,P1,10/10/2019,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
192,RIO ZAMORA,-2.389665315,-72.44045815,P2,10/10/2019,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
193,RIO ZAMORA,-3.280416392,-72.45772185,P3,10/10/2019,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
194,RIO ZAMORA,-3.315944022,-72.4748332,P4,10/02/2020,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
195,RIO ZAMORA,-3.170972429,-72.43166681,P1,10/02/2020,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
196,RIO ZAMORA,-2.389665315,-72.44045815,P2,10/02/2020,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
197,RIO ZAMORA,-3.280416392,-72.45772185,P3,10/02/2020,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
198,RIO ZAMORA,-3.315944022,-72.4748332,P4,10/06/2020,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
199,RIO ZAMORA,-3.170972429,-72.43166681,P1,10/06/2020,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
200,RIO ZAMORA,-2.389665315,-72.44045815,P2,10/06/2020,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
201,RIO ZAMORA,-3.280416392,-72.45772185,P3,10/06/2020,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
202,RIO ZAMORA,-3.315944022,-72.4748332,P4,10/10/2020,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
203,RIO ZAMORA,-3.170972429,-72.43166681,P1,10/10/2020,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
204,RIO ZAMORA,-2.389665315,-72.44045815,P2,10/10/2020,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
205,RIO ZAMORA,-3.280416392,-72.45772185,P3,10/10/2020,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
206,RIO ZAMORA,-3.315944022,-72.4748332,P4,10/02/2021,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
207,RIO ZAMORA,-3.170972429,-72.43166681,P1,10/02/2021,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
208,RIO ZAMORA,-2.389665315,-72.44045815,P2,10/02/2021,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
209,RIO ZAMORA,-3.280416392,-72.45772185,P3,10/02/2021,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
210,RIO ZAMORA,-3.315944022,-72.4748332,P4,10/06/2021,0,6,3,9,8,2,3,0,0,0,31,1.66,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
211,RIO ZAMORA,-3.170972429,-72.43166681,P1,10/06/2021,9,9,0,5,3,0,1,0,3,0,30,1.79,Contaminación moderada,,48,Aguas moderadamente contaminadas,3
212,RIO ZAMORA,-2.389665315,-72.44045815,P2,10/06/2021,12,7,12,12,0,0,0,0,0,0,43,1.71,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
213,RIO ZAMORA,-3.280416392,-72.45772185,P3,10/06/2021,4,14,0,4,9,0,1,0,2,0,34,1.83,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
214,RIO ZAMORA,-3.315944022,-72.4748332,P4,10/10/2021,16,8,9,16,0,1,3,0,0,0,53,2.26,Contaminación moderada,,85,Aguas ligeramente contaminadas,2
215,RIO ZAMORA,-3.170972429,-72.43166681,P1,10/10/2021,9,9,8,4,3,0,0,0,0,0,33,1.86,Contaminación moderada,,58,Aguas moderadamente contaminadas,3
216,RIO ZAMORA,-2.389665315,-72.44045815,P2,10/10/2021,8,13,8,8,0,0,0,0,0,0,37,1.86,Contaminación moderada,,70,Aguas ligeramente contaminadas,2
217,RIO ZAMORA,-3.280416392,-72.45772185,P3,10/10/2021,7,9,15,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,,45,Aguas moderadamente contaminadas,3
218,RIO ZAMORA,-3.315944022,-72.4748332,P4,10/02/2022,12,6,4,6,0,8,0,0,0,0,36,1.73,Contaminación moderada,,49,Aguas moderadamente contaminadas,3
219,RIO ZAMORA,-3.170972429,-72.43166681,P1,10/02/2022,11,9,0,11,0,0,1,0,0,0,32,1.77,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
220,RIO ZAMORA,-2.389665315,-72.44045815,P2,10/02/2022,10,6,4,3,8,0,0,0,0,0,31,1.63,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
221,RIO ZAMORA,-3.280416392,-72.45772185,P3,10/02/2022,7,2,0,3,5,6,0,4,0,0,27,1.82,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
222,RIO ZAMORA,-3.315944022,-72.4748332,P4,10/06/2022,11,3,0,9,0,8,0,0,0,0,31,1.47,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
223,RIO ZAMORA,-3.170972429,-72.43166681,P1,10/06/2022,19,11,0,3,0,0,0,0,0,0,33,1.77,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
224,RIO ZAMORA,-2.389665315,-72.44045815,P2,10/06/2022,11,5,31,0,0,0,0,0,0,0,47,1.61,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
225,RIO ZAMORA,-3.280416392,-72.45772185,P3,10/06/2022,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
226,RIO ZAMORA,-3.315944022,-72.4748332,P4,10/10/2022,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
227,RIO ZAMORA,-3.170972429,-72.43166681,P1,10/10/2022,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
228,RIO ZAMORA,-2.389665315,-72.44045815,P2,10/10/2022,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
229,RIO ZAMORA,-3.280416392,-72.45772185,P3,10/10/2022,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
230,RIO ZAMORA,-3.315944022,-72.4748332,P4,10/02/2023,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
231,RIO ZAMORA,-3.170972429,-72.43166681,P1,10/02/2023,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
232,RIO ZAMORA,-2.389665315,-72.44045815,P2,10/02/2023,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
233,RIO ZAMORA,-3.280416392,-72.45772185,P3,10/02/2023,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
234,RIO ZAMORA,-3.315944022,-72.4748332,P4,10/06/2023,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
235,RIO ZAMORA,-3.170972429,-72.43166681,P1,10/06/2023,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
236,RIO ZAMORA,-2.389665315,-72.44045815,P2,10/06/2023,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
237,RIO ZAMORA,-3.280416392,-72.45772185,P3,10/06/2023,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
238,RIO ZAMORA,-3.315944022,-72.4748332,P4,05/02/2018,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
239,RIO UPANO,-2.130084284,-72.12424478,P1,05/02/2018,4,14,0,4,9,0,1,0,2,0,34,1.83,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
240,RIO UPANO,-2.328764298,-72.11299062,P2,05/02/2018,16,8,9,16,0,1,3,0,0,0,53,2.26,Contaminación moderada,,85,Aguas ligeramente contaminadas,2
241,RIO UPANO,-2.231774521,-72.09417639,P3,05/02/2018,9,9,8,4,3,0,0,0,0,0,33,1.86,Contaminación moderada,,58,Aguas moderadamente contaminadas,3
242,RIO BLANCO,-2.337242044,-72.17639222,P1,05/02/2018,8,13,8,8,0,0,0,0,0,0,37,1.86,Contaminación moderada,,70,Aguas ligeramente contaminadas,2
243,RIO BLANCO,-2.357768293,-72.15378234,P2,06/02/2018,7,9,15,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,,45,Aguas moderadamente contaminadas,3
244,RIO YUQUIPA,-2.22436146,-77.8968613,P1,06/02/2018,12,6,4,6,0,8,0,0,0,0,36,1.73,Contaminación moderada,,49,Aguas moderadamente contaminadas,3
245,RIO YUQUIPA,-2.235277876,-77.97472254,P2,06/02/2018,11,9,0,11,0,0,1,0,0,0,32,1.77,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
246,RIO YUQUIPA,-2.399194329,-72.1287497,P3,07/02/2018,10,6,4,3,8,0,0,0,0,0,31,1.63,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
247,RIO PAN DE AZÚCAR,-3.106277981,-72.52513873,P1,08/02/2018,7,2,0,3,5,6,0,4,0,0,27,1.82,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
248,RIO KALAGLAS,-3.16994425,-72.55855563,P1,08/02/2018,11,3,0,9,0,8,0,0,0,0,31,1.47,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
249,RIO KALAGLAS,-3.220472257,-72.56086149,P2,09/02/2018,19,11,0,3,0,0,0,0,0,0,33,1.77,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
250,RIO JURUMBAINO,-2.341250214,-72.13202757,P1,09/02/2018,11,5,31,0,0,0,0,0,0,0,47,1.61,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
251,RIO JURUMBAINO,-2.268721819,-72.14844466,P2,05/06/2018,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
252,RIO UPANO,-2.130084284,-72.12424478,P1,05/06/2018,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
253,RIO UPANO,-2.328764298,-72.11299062,P2,05/06/2018,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
254,RIO UPANO,-2.231774521,-72.09417639,P3,05/06/2018,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
255,RIO BLANCO,-2.337242044,-72.17639222,P1,05/06/2018,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
256,RIO BLANCO,-2.357768293,-72.15378234,P2,06/06/2018,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
257,RIO YUQUIPA,-2.22436146,-77.8968613,P1,06/06/2018,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
258,RIO YUQUIPA,-2.235277876,-77.97472254,P2,06/06/2018,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
259,RIO YUQUIPA,-2.399194329,-72.1287497,P3,07/06/2018,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
260,RIO PAN DE AZÚCAR,-3.106277981,-72.52513873,P1,08/06/2018,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
261,RIO KALAGLAS,-3.16994425,-72.55855563,P1,08/06/2018,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
262,RIO KALAGLAS,-3.220472257,-72.56086149,P2,09/06/2018,12,6,4,6,0,8,0,0,0,0,36,1.73,Contaminación moderada,,49,Aguas moderadamente contaminadas,3
263,RIO JURUMBAINO,-2.341250214,-72.13202757,P1,09/06/2018,11,9,0,11,0,0,1,0,0,0,32,1.77,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
264,RIO JURUMBAINO,-2.268721819,-72.14844466,P2,05/10/2018,10,6,4,3,8,0,0,0,0,0,31,1.63,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
265,RIO UPANO,-2.130084284,-72.12424478,P1,05/10/2018,7,2,0,3,5,6,0,4,0,0,27,1.82,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
266,RIO UPANO,-2.328764298,-72.11299062,P2,05/10/2018,11,3,0,9,0,8,0,0,0,0,31,1.47,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
267,RIO UPANO,-2.231774521,-72.09417639,P3,05/10/2018,19,11,0,3,0,0,0,0,0,0,33,1.77,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
268,RIO BLANCO,-2.337242044,-72.17639222,P1,05/10/2018,11,5,31,0,0,0,0,0,0,0,47,1.61,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
269,RIO BLANCO,-2.357768293,-72.15378234,P2,06/10/2018,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
270,RIO YUQUIPA,-2.22436146,-77.8968613,P1,06/10/2018,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
271,RIO YUQUIPA,-2.235277876,-77.97472254,P2,06/10/2018,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
272,RIO YUQUIPA,-2.399194329,-72.1287497,P3,07/10/2018,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
273,RIO PAN DE AZÚCAR,-3.106277981,-72.52513873,P1,08/10/2018,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
274,RIO KALAGLAS,-3.16994425,-72.55855563,P1,08/10/2018,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
275,RIO KALAGLAS,-3.220472257,-72.56086149,P2,09/10/2018,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
276,RIO JURUMBAINO,-2.341250214,-72.13202757,P1,09/10/2018,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
277,RIO JURUMBAINO,-2.268721819,-72.14844466,P2,05/02/2019,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
278,RIO UPANO,-2.130084284,-72.12424478,P1,05/02/2019,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
279,RIO UPANO,-2.328764298,-72.11299062,P2,05/02/2019,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
280,RIO UPANO,-2.231774521,-72.09417639,P3,05/02/2019,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
281,RIO BLANCO,-2.337242044,-72.17639222,P1,05/02/2019,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
282,RIO BLANCO,-2.357768293,-72.15378234,P2,06/02/2019,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
283,RIO YUQUIPA,-2.22436146,-77.8968613,P1,06/02/2019,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
284,RIO YUQUIPA,-2.235277876,-77.97472254,P2,06/02/2019,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
285,RIO YUQUIPA,-2.399194329,-72.1287497,P3,07/02/2019,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
286,RIO PAN DE AZÚCAR,-3.106277981,-72.52513873,P1,08/02/2019,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
287,RIO KALAGLAS,-3.16994425,-72.55855563,P1,08/02/2019,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
288,RIO KALAGLAS,-3.220472257,-72.56086149,P2,09/02/2019,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
289,RIO JURUMBAINO,-2.341250214,-72.13202757,P1,09/02/2019,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
290,RIO JURUMBAINO,-2.268721819,-72.14844466,P2,05/06/2019,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
291,RIO UPANO,-2.130084284,-72.12424478,P1,05/06/2019,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
